Date,"Country,Other",TotalCases,TotalDeaths,TotalRecovered,ActiveCases,TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Active Cases/1M pop
2021-11-30,Cameroon,106794,1791,102716,2287,3887.0,65.0,1751774,63754.0,27477249,Africa,83.0
2021-12-01,Cameroon,106794,1791,102716,2287,3887.0,65.0,1751774,63754.0,27477249,Africa,83.0
2021-12-02,Cameroon,106794,1791,102716,2287,3886.0,65.0,1751774,63745.0,27480870,Africa,83.0
2021-12-03,Cameroon,107148,1804,102716,2628,3899.0,66.0,1751774,63741.0,27482681,Africa,96.0
2021-12-04,Cameroon,107148,1804,102716,2628,3898.0,66.0,1751774,63728.0,27488114,Africa,96.0
2021-12-05,Cameroon,107148,1804,102716,2628,3898.0,66.0,1751774,63728.0,27488114,Africa,96.0
2021-11-29,Canada,1790142,29670,1734556,25916,46851.0,777.0,48740327,1275609.0,38209443,North America,678.0
2021-11-30,Canada,1792500,29687,1737256,25557,46912.0,777.0,48807147,1277358.0,38209443,North America,669.0
2021-12-01,Canada,1792500,29687,1737256,25557,46912.0,777.0,48807147,1277358.0,38209443,North America,669.0
2021-12-02,Canada,1795629,29714,1739899,26016,46992.0,778.0,48895595,1279613.0,38211249,North America,681.0
2021-12-03,Canada,1802359,29757,1745281,27321,47167.0,779.0,49099908,1284929.0,38212152,North America,715.0
2021-12-04,Canada,1809368,29773,1748969,30626,47347.0,779.0,49332335,1290920.0,38214862,North America,801.0
2021-12-05,Canada,1812244,29800,1753116,29328,47422.0,780.0,49415557,1293098.0,38214862,North America,767.0
2021-11-29,Caribbean Netherlands,2905,22,2639,244,109346.0,828.0,30126,1133963.0,26567,North America,9184.0
2021-11-30,Caribbean Netherlands,2938,22,2660,256,110588.0,828.0,30126,1133963.0,26567,North America,9636.0
2021-12-01,Caribbean Netherlands,2938,22,2660,256,110588.0,828.0,30126,1133963.0,26567,North America,9636.0
2021-12-02,Caribbean Netherlands,2970,22,2675,273,111784.0,828.0,30126,1133878.0,26569,North America,10275.0
2021-12-03,Caribbean Netherlands,3026,22,2704,300,113892.0,828.0,30126,1133878.0,26569,North America,11291.0
2021-12-04,Caribbean Netherlands,3040,22,2811,207,114410.0,828.0,30126,1133792.0,26571,North America,7790.0
2021-12-05,Caribbean Netherlands,3057,22,2851,184,115050.0,828.0,30126,1133792.0,26571,North America,6925.0
2021-11-29,Cayman Islands,6738,4,2550,4184,100850.0,60.0,202426,3029785.0,66812,North America,62623.0
2021-11-30,Cayman Islands,7074,5,2990,4079,105879.0,75.0,204495,3060753.0,66812,North America,61052.0
2021-12-01,Cayman Islands,7074,5,2990,4079,105879.0,75.0,204495,3060753.0,66812,North America,61052.0
2021-12-02,Cayman Islands,7324,6,3452,3866,109614.0,90.0,206486,3090368.0,66816,North America,57860.0
2021-12-03,Cayman Islands,7529,7,3570,3952,112679.0,105.0,208299,3117408.0,66818,North America,59146.0
2021-12-04,Cayman Islands,7529,7,3570,3952,112669.0,105.0,208299,3117129.0,66824,North America,59140.0
2021-12-05,Cayman Islands,7663,9,3998,3656,114674.0,135.0,208299,3117129.0,66824,North America,54711.0
2021-11-29,Chad,5105,175,4874,56,299.0,10.0,148082,8665.0,17089911,Africa,3.0
2021-11-30,Chad,5105,175,4874,56,299.0,10.0,148082,8665.0,17089911,Africa,3.0
2021-12-01,Chad,5105,175,4874,56,299.0,10.0,148082,8665.0,17089911,Africa,3.0
2021-12-02,Chad,5701,181,4874,646,334.0,11.0,157235,9199.0,17092497,Africa,38.0
2021-12-03,Chad,5701,181,4874,646,334.0,11.0,157235,9198.0,17093790,Africa,38.0
2021-12-04,Chad,5701,181,4874,646,333.0,11.0,157235,9196.0,17097669,Africa,38.0
2021-12-05,Chad,5701,181,4874,646,333.0,11.0,157235,9196.0,17097669,Africa,38.0
2021-11-29,Channel Islands,17884,103,15713,2068,101541.0,585.0,1077013,6115014.0,176126,Europe,11742.0
2021-11-30,Channel Islands,18182,103,15907,2172,103233.0,585.0,1079242,6127670.0,176126,Europe,12332.0
2021-12-01,Channel Islands,18182,103,15907,2172,103233.0,585.0,1079242,6127670.0,176126,Europe,12332.0
2021-12-02,Channel Islands,18401,104,16107,2190,104471.0,590.0,1079242,6127357.0,176135,Europe,12434.0
2021-12-03,Channel Islands,18893,104,16459,2330,107262.0,590.0,1085647,6163581.0,176139,Europe,13228.0
2021-12-04,Channel Islands,18893,104,16459,2330,107254.0,590.0,1085647,6163126.0,176152,Europe,13227.0
2021-12-05,Channel Islands,19475,105,17201,2169,110558.0,596.0,1085647,6163126.0,176152,Europe,12313.0
2021-11-29,Chile,1761365,38343,1654564,68458,91036.0,1982.0,25551531,1320635.0,19347920,South America,3538.0
2021-11-30,Chile,1762751,38346,1656705,67700,91108.0,1982.0,25592070,1322730.0,19347920,South America,3499.0
2021-12-01,Chile,1762751,38346,1656702,67703,91108.0,1982.0,25592070,1322730.0,19347920,South America,3499.0
2021-12-02,Chile,1764274,38356,1658440,67478,91183.0,1982.0,25644143,1325360.0,19348816,South America,3487.0
2021-12-03,Chile,1768584,38439,1661024,69121,91403.0,1987.0,25803364,1333558.0,19349263,South America,3572.0
2021-12-04,Chile,1772547,38501,1665361,68685,91602.0,1990.0,25950496,1341069.0,19350607,South America,3550.0
2021-12-05,Chile,1774048,38531,1668121,67396,91679.0,1991.0,26010495,1344169.0,19350607,South America,3483.0
2021-11-29,China,98672,4636,93249,787,69.0,3.0,160000000,111163.0,1439323776,Asia,0.5
2021-11-30,China,98711,4636,93285,790,69.0,3.0,160000000,111163.0,1439323776,Asia,0.5
2021-12-01,China,98824,4636,93320,868,69.0,3.0,160000000,111163.0,1439323776,Asia,0.6
2021-12-02,China,98824,4636,93320,868,69.0,3.0,160000000,111163.0,1439323776,Asia,0.6
2021-12-03,China,98993,4636,93385,972,69.0,3.0,160000000,111163.0,1439323776,Asia,0.7
2021-12-04,China,99142,4636,93470,1036,69.0,3.0,160000000,111163.0,1439323776,Asia,0.7
2021-12-05,China,99203,4636,93507,1060,69.0,3.0,160000000,111163.0,1439323776,Asia,0.7
2021-11-29,Colombia,5067348,128473,4907484,31391,98112.0,2487.0,28064873,543381.0,51648595,South America,608.0
2021-11-30,Colombia,5069644,128528,4909572,31544,98156.0,2489.0,28112712,544307.0,51648595,South America,611.0
2021-12-01,Colombia,5069644,128528,4909572,31544,98156.0,2489.0,28112712,544307.0,51648595,South America,611.0
2021-12-02,Colombia,5071817,128586,4911593,31638,98193.0,2489.0,28160705,545205.0,51651557,South America,613.0
2021-12-03,Colombia,5076378,128685,4916313,31380,98278.0,2491.0,28258816,547089.0,51653038,South America,608.0
2021-12-04,Colombia,5081064,128780,4921311,30973,98361.0,2493.0,28330663,548433.0,51657480,South America,600.0
2021-12-05,Colombia,5082762,128821,4923433,30508,98394.0,2494.0,28382350,549433.0,51657480,South America,591.0
2021-11-29,Congo,18905,354,12421,6130,3311.0,62.0,188207,32964.0,5709536,Africa,1074.0
2021-11-30,Congo,18970,354,12421,6195,3323.0,62.0,188207,32964.0,5709536,Africa,1085.0
2021-12-01,Congo,18970,354,12421,6195,3323.0,62.0,188207,32964.0,5709536,Africa,1085.0
2021-12-02,Congo,18970,354,12421,6195,3322.0,62.0,188207,32959.0,5710280,Africa,1085.0
2021-12-03,Congo,18970,354,12421,6195,3322.0,62.0,188207,32957.0,5710652,Africa,1085.0
2021-12-04,Congo,18970,354,12421,6195,3321.0,62.0,188207,32951.0,5711769,Africa,1085.0
2021-12-05,Congo,18970,354,12421,6195,3321.0,62.0,188207,32951.0,5711769,Africa,1085.0
2021-11-29,Costa Rica,566791,7296,546938,12557,109847.0,1414.0,2715029,526188.0,5159803,North America,2434.0
2021-11-30,Costa Rica,566839,7299,548020,11520,109857.0,1415.0,2715029,526188.0,5159803,North America,2233.0
2021-12-01,Costa Rica,566839,7299,548020,11520,109857.0,1415.0,2715029,526188.0,5159803,North America,2233.0
2021-12-02,Costa Rica,566959,7305,549108,10546,109875.0,1416.0,2715029,526163.0,5160057,North America,2044.0
2021-12-03,Costa Rica,567383,7312,552158,7913,109954.0,1417.0,2715029,526150.0,5160184,North America,1533.0
2021-12-04,Costa Rica,567563,7317,555304,4942,109981.0,1418.0,2715029,526111.0,5160565,North America,958.0
2021-12-05,Costa Rica,567614,7318,555649,4647,109991.0,1418.0,2715029,526111.0,5160565,North America,900.0
2021-11-29,Croatia,604347,10826,563630,29891,148507.0,2660.0,3437227,844635.0,4069482,Europe,7345.0
2021-11-30,Croatia,608205,10899,567869,29437,149455.0,2678.0,3449298,847601.0,4069482,Europe,7234.0
2021-12-01,Croatia,608205,10899,567869,29437,149455.0,2678.0,3449298,847601.0,4069482,Europe,7234.0
2021-12-02,Croatia,613914,10967,570933,32014,150863.0,2695.0,3463550,851132.0,4069345,Europe,7867.0
2021-12-03,Croatia,623776,11096,581031,31649,153289.0,2727.0,3489551,857536.0,4069276,Europe,7778.0
2021-12-04,Croatia,631037,11218,590341,29478,155081.0,2757.0,3509545,862493.0,4069070,Europe,7244.0
2021-12-05,Croatia,631765,11269,594929,25567,155260.0,2769.0,3512277,863165.0,4069070,Europe,6283.0
2021-11-29,Cuba,962350,8300,953130,920,85037.0,733.0,11083208,979355.0,11316847,North America,81.0
2021-11-30,Cuba,962486,8304,953337,845,85049.0,734.0,11097946,980657.0,11316847,North America,75.0
2021-12-01,Cuba,962486,8304,953337,845,85049.0,734.0,11097946,980657.0,11316847,North America,75.0
2021-12-02,Cuba,962628,8305,953566,757,85062.0,734.0,11116221,982275.0,11316809,North America,67.0
2021-12-03,Cuba,962892,8306,953882,704,85085.0,734.0,11160862,986222.0,11316790,North America,62.0
2021-12-04,Cuba,963090,8309,954175,606,85103.0,734.0,11202077,989868.0,11316734,North America,54.0
2021-12-05,Cuba,963194,8310,954294,590,85112.0,734.0,11219671,991423.0,11316734,North America,52.0
2021-11-29,Cura?o,17401,178,17119,104,105434.0,1079.0,336234,2037276.0,165041,North America,630.0
2021-11-30,Cura?o,17401,178,17119,104,105434.0,1079.0,336234,2037276.0,165041,North America,630.0
2021-12-01,Cura?o,17401,178,17119,104,105434.0,1079.0,336234,2037276.0,165041,North America,630.0
2021-12-02,Cura?o,17426,179,17152,95,105583.0,1085.0,336234,2037226.0,165045,North America,576.0
2021-12-03,Cura?o,17455,179,17186,90,105758.0,1085.0,337789,2046635.0,165046,North America,545.0
2021-12-04,Cura?o,17485,179,17199,107,105936.0,1085.0,340657,2063937.0,165052,North America,648.0
2021-12-05,Cura?o,17487,180,17209,98,105948.0,1091.0,341980,2071953.0,165052,North America,594.0
2021-11-29,Cyprus,133860,594,124370,8896,109742.0,487.0,9477138,7769598.0,1219772,Asia,7293.0
2021-11-30,Cyprus,134473,597,124370,9506,110244.0,489.0,9477138,7769598.0,1219772,Asia,7793.0
2021-12-01,Cyprus,134473,597,124370,9506,110244.0,489.0,9477138,7769598.0,1219772,Asia,7793.0
2021-12-02,Cyprus,134965,598,124370,9997,110643.0,490.0,9477138,7769292.0,1219820,Asia,8195.0
2021-12-03,Cyprus,136097,599,124370,11128,111569.0,491.0,9477138,7769139.0,1219844,Asia,9122.0
2021-12-04,Cyprus,136832,601,124370,11861,112165.0,493.0,9477138,7768681.0,1219916,Asia,9723.0
2021-12-05,Cyprus,137538,602,124370,12566,112744.0,493.0,9477138,7768681.0,1219916,Asia,10301.0
2021-11-29,Czechia,2132503,33035,1859871,239597,198612.0,3077.0,43539197,4055042.0,10737051,Europe,22315.0
2021-11-30,Czechia,2150111,33132,1860460,256519,200252.0,3086.0,43666605,4066909.0,10737051,Europe,23891.0
2021-12-01,Czechia,2172084,33186,1860920,277978,202298.0,3091.0,43809304,4080199.0,10737051,Europe,25890.0
2021-12-02,Czechia,2172163,33250,1866617,272296,202303.0,3097.0,43809304,4080158.0,10737159,Europe,25360.0
2021-12-03,Czechia,2212056,33523,1894921,283612,206018.0,3122.0,44071446,4104552.0,10737213,Europe,26414.0
2021-12-04,Czechia,2240794,33754,1942232,264808,208691.0,3144.0,44283281,4124218.0,10737376,Europe,24662.0
2021-12-05,Czechia,2247125,33848,1942443,270834,209281.0,3152.0,44333278,4128875.0,10737376,Europe,25223.0
2021-11-29,DRC,58234,1107,50930,6197,624.0,12.0,306299,3280.0,93396693,Africa,66.0
2021-11-30,DRC,58234,1107,50930,6197,624.0,12.0,306299,3280.0,93396693,Africa,66.0
2021-12-01,DRC,58234,1107,50930,6197,624.0,12.0,306299,3280.0,93396693,Africa,66.0
2021-12-02,DRC,58306,1107,50930,6269,624.0,12.0,306299,3279.0,93411639,Africa,67.0
2021-12-03,DRC,58319,1107,50930,6282,624.0,12.0,306299,3279.0,93419112,Africa,67.0
2021-12-04,DRC,58463,1113,50930,6420,626.0,12.0,306299,3278.0,93441531,Africa,69.0
2021-12-05,DRC,58858,1113,50930,6815,630.0,12.0,306299,3278.0,93441531,Africa,73.0
2021-11-29,Denmark,483253,2883,403118,77252,83019.0,495.0,93454969,16054747.0,5821018,Europe,13271.0
2021-11-30,Denmark,487401,2895,403118,81388,83731.0,497.0,93815873,16116747.0,5821018,Europe,13982.0
2021-12-01,Denmark,487401,2895,403118,81388,83731.0,497.0,93815873,16116747.0,5821018,Europe,13982.0
2021-12-02,Denmark,492521,2909,403118,86494,84609.0,500.0,94201944,16182762.0,5821129,Europe,14859.0
2021-12-03,Denmark,501760,2927,,,86196.0,503.0,94987887,16317623.0,5821184,Europe,16443.0
2021-12-04,Denmark,509111,2946,447152,59013,87456.0,506.0,95689090,16437609.0,5821351,Europe,10137.0
2021-12-05,Denmark,516257,2956,450856,62445,88683.0,508.0,96055602,16500569.0,5821351,Europe,10727.0
2021-11-29,Djibouti,13504,186,13293,25,13393.0,184.0,246424,244401.0,1008276,Africa,25.0
2021-11-30,Djibouti,13504,186,13293,25,13393.0,184.0,246724,244699.0,1008276,Africa,25.0
2021-12-01,Djibouti,13504,186,13293,25,13393.0,184.0,246724,244699.0,1008276,Africa,25.0
2021-12-02,Djibouti,13504,186,13294,24,13392.0,184.0,247016,244969.0,1008355,Africa,24.0
2021-12-03,Djibouti,13506,187,13294,25,13394.0,185.0,247767,245705.0,1008394,Africa,25.0
2021-12-04,Djibouti,13508,187,13294,27,13394.0,185.0,248335,246239.0,1008512,Africa,27.0
2021-12-05,Djibouti,13508,188,13294,26,13394.0,186.0,248627,246529.0,1008512,Africa,26.0
2021-11-29,Dominica,5955,38,5475,442,82435.0,526.0,108009,1495162.0,72239,North America,6119.0
2021-11-30,Dominica,6028,38,5615,375,83445.0,526.0,109026,1509240.0,72239,North America,5191.0
2021-12-01,Dominica,6028,38,5615,375,83445.0,526.0,109026,1509240.0,72239,North America,5191.0
2021-12-02,Dominica,6028,38,5615,375,83444.0,526.0,109026,1509219.0,72240,North America,5191.0
2021-12-03,Dominica,6120,39,5712,369,84718.0,540.0,110689,1532240.0,72240,North America,5108.0
2021-12-04,Dominica,6086,42,5644,400,84246.0,581.0,110635,1531471.0,72241,North America,5537.0
2021-12-05,Dominica,6086,42,5644,400,84246.0,581.0,110635,1531471.0,72241,North America,5537.0
2021-11-29,Dominican Republic,407113,4204,399463,3446,37005.0,382.0,2453480,223013.0,11001505,North America,313.0
2021-11-30,Dominican Republic,407251,4204,399896,3151,37018.0,382.0,2458249,223447.0,11001505,North America,286.0
2021-12-01,Dominican Republic,407251,4204,399896,3151,37018.0,382.0,2458249,223447.0,11001505,North America,286.0
2021-12-02,Dominican Republic,407474,4210,400650,2614,37036.0,383.0,2464049,223962.0,11002099,North America,238.0
2021-12-03,Dominican Republic,407918,4212,401475,2231,37075.0,383.0,2473093,224778.0,11002396,North America,203.0
2021-12-04,Dominican Republic,408516,4212,402191,2113,37127.0,383.0,2480431,225426.0,11003287,North America,192.0
2021-12-05,Dominican Republic,408748,4212,402627,1909,37148.0,383.0,2483666,225720.0,11003287,North America,173.0
2021-11-29,Ecuador,526870,33250,443880,49740,29236.0,1845.0,2013368,111723.0,18021114,South America,2760.0
2021-11-30,Ecuador,526870,33250,443880,49740,29236.0,1845.0,2013368,111723.0,18021114,South America,2760.0
2021-12-01,Ecuador,526870,33250,443880,49740,29236.0,1845.0,2013368,111723.0,18021114,South America,2760.0
2021-12-02,Ecuador,526870,33250,443880,49740,29234.0,1845.0,2013368,111714.0,18022579,South America,2760.0
2021-12-03,Ecuador,526870,33250,443880,49740,29233.0,1845.0,2013368,111709.0,18023312,South America,2760.0
2021-12-04,Ecuador,529349,33484,443880,51985,29367.0,1858.0,2047260,113576.0,18025509,South America,2884.0
2021-12-05,Ecuador,529349,33484,443880,51985,29367.0,1858.0,2047260,113576.0,18025509,South America,2884.0
2021-11-29,Egypt,357629,20412,296897,40320,3404.0,194.0,3693367,35156.0,105056935,Africa,384.0
2021-11-30,Egypt,358578,20474,297536,40568,3413.0,195.0,3693367,35156.0,105056935,Africa,386.0
2021-12-01,Egypt,358578,20474,297536,40568,3413.0,195.0,3693367,35156.0,105056935,Africa,386.0
2021-12-02,Egypt,359516,20537,298084,40895,3422.0,195.0,3693367,35152.0,105067498,Africa,389.0
2021-12-03,Egypt,361368,20643,299434,41291,3439.0,196.0,3693367,35151.0,105072780,Africa,393.0
2021-12-04,Egypt,363162,20727,301308,41127,3456.0,197.0,3693367,35145.0,105088625,Africa,391.0
2021-12-05,Egypt,364033,20770,302259,41004,3464.0,198.0,3693367,35145.0,105088625,Africa,390.0
2021-11-29,El Salvador,119803,3774,102982,13047,18340.0,578.0,1440742,220552.0,6532435,North America,1997.0
2021-11-30,El Salvador,119803,3776,102982,13045,18340.0,578.0,1440742,220552.0,6532435,North America,1997.0
2021-12-01,El Salvador,119803,3776,102982,13045,18340.0,578.0,1440742,220552.0,6532435,North America,1997.0
2021-12-02,El Salvador,119803,3778,102982,13043,18339.0,578.0,1440742,220546.0,6532613,North America,1997.0
2021-12-03,El Salvador,119803,3781,102982,13040,18339.0,579.0,1440742,220543.0,6532702,North America,1996.0
2021-12-04,El Salvador,119803,3783,102982,13038,18338.0,579.0,1440742,220534.0,6532970,North America,1996.0
2021-12-05,El Salvador,119803,3786,102982,13035,18338.0,580.0,1440742,220534.0,6532970,North America,1995.0
2021-11-29,Equatorial Guinea,13579,173,13323,83,9251.0,118.0,242340,165094.0,1467891,Africa,57.0
2021-11-30,Equatorial Guinea,13592,175,13343,74,9260.0,119.0,242340,165094.0,1467891,Africa,50.0
2021-12-01,Equatorial Guinea,13592,175,13343,74,9260.0,119.0,242340,165094.0,1467891,Africa,50.0
2021-12-02,Equatorial Guinea,13592,175,13343,74,9258.0,119.0,242340,165066.0,1468144,Africa,50.0
2021-12-03,Equatorial Guinea,13599,175,13346,78,9262.0,119.0,242340,165051.0,1468270,Africa,53.0
2021-12-04,Equatorial Guinea,13599,175,13346,78,9260.0,119.0,242340,165009.0,1468650,Africa,53.0
2021-12-05,Equatorial Guinea,13599,175,13346,78,9260.0,119.0,242340,165009.0,1468650,Africa,53.0
2021-11-29,Eritrea,7341,60,7084,197,2030.0,17.0,23693,6553.0,3615696,Africa,54.0
2021-11-30,Eritrea,7358,60,7096,202,2035.0,17.0,23693,6553.0,3615696,Africa,56.0
2021-12-01,Eritrea,7358,60,7096,202,2035.0,17.0,23693,6553.0,3615696,Africa,56.0
2021-12-02,Eritrea,7393,60,7131,202,2045.0,17.0,23693,6552.0,3615964,Africa,56.0
2021-12-03,Eritrea,7442,61,7190,191,2058.0,17.0,23693,6552.0,3616098,Africa,53.0
2021-12-04,Eritrea,7458,61,7240,157,2062.0,17.0,23693,6551.0,3616500,Africa,43.0
2021-12-05,Eritrea,7484,61,7271,152,2069.0,17.0,23693,6551.0,3616500,Africa,42.0
2021-11-29,Estonia,221860,1798,201315,18747,167089.0,1354.0,2327339,1752784.0,1327796,Europe,14119.0
2021-11-30,Estonia,222584,1798,202174,18612,167634.0,1354.0,2334155,1757917.0,1327796,Europe,14017.0
2021-12-01,Estonia,222584,1798,202174,18612,167634.0,1354.0,2334155,1757917.0,1327796,Europe,14017.0
2021-12-02,Estonia,223168,1803,203863,17502,168074.0,1358.0,2340654,1762806.0,1327800,Europe,13181.0
2021-12-03,Estonia,224195,1810,206452,15933,168847.0,1363.0,2351838,1771225.0,1327803,Europe,12000.0
2021-12-04,Estonia,224993,1823,207850,15320,169447.0,1373.0,2361195,1778263.0,1327810,Europe,11538.0
2021-12-05,Estonia,225294,1825,208614,14855,169673.0,1374.0,2365435,1781456.0,1327810,Europe,11188.0
2021-11-29,Eswatini,46582,1248,45241,93,39573.0,1060.0,388043,329653.0,1177124,Africa,79.0
2021-11-30,Eswatini,46656,1248,45242,166,39636.0,1060.0,388843,330333.0,1177124,Africa,141.0
2021-12-01,Eswatini,46656,1248,45242,166,39636.0,1060.0,388843,330333.0,1177124,Africa,141.0
2021-12-02,Eswatini,46753,1248,45243,262,39716.0,1060.0,389769,331101.0,1177190,Africa,223.0
2021-12-03,Eswatini,47158,1248,45255,655,40059.0,1060.0,391835,332847.0,1177222,Africa,556.0
2021-12-04,Eswatini,47504,1248,45271,985,40349.0,1060.0,394107,334749.0,1177321,Africa,837.0
2021-12-05,Eswatini,47851,1248,45280,1323,40644.0,1060.0,395038,335540.0,1177321,Africa,1124.0
2021-11-29,Ethiopia,371346,6750,348886,15710,3121.0,57.0,3865030,32485.0,118977453,Africa,132.0
2021-11-30,Ethiopia,371536,6755,349037,15744,3123.0,57.0,3871923,32543.0,118977453,Africa,132.0
2021-12-01,Ethiopia,371536,6755,349037,15744,3123.0,57.0,3871923,32543.0,118977453,Africa,132.0
2021-12-02,Ethiopia,371672,6771,349124,15777,3123.0,57.0,3877539,32586.0,118993061,Africa,133.0
2021-12-03,Ethiopia,371946,6787,349464,15695,3126.0,57.0,3888935,32680.0,119000865,Africa,132.0
2021-12-04,Ethiopia,372215,6800,349626,15789,3127.0,57.0,3898666,32755.0,119024277,Africa,133.0
2021-12-05,Ethiopia,372334,6804,349735,15795,3128.0,57.0,3902783,32790.0,119024277,Africa,133.0
2021-11-29,Faeroe Islands,3553,13,3110,430,72326.0,265.0,562000,11440204.0,49125,Europe,8753.0
2021-11-30,Faeroe Islands,3626,13,3153,460,73812.0,265.0,564000,11480916.0,49125,Europe,9364.0
2021-12-01,Faeroe Islands,3626,13,3153,460,73812.0,265.0,564000,11480916.0,49125,Europe,9364.0
2021-12-02,Faeroe Islands,3688,13,3193,482,75072.0,265.0,567000,11541750.0,49126,Europe,9812.0
2021-12-03,Faeroe Islands,3796,13,3263,520,77269.0,265.0,572000,11643292.0,49127,Europe,10585.0
2021-12-04,Faeroe Islands,3916,13,3363,540,79710.0,265.0,577000,11744830.0,49128,Europe,10992.0
2021-12-05,Faeroe Islands,3957,13,3393,551,80545.0,265.0,577000,11744830.0,49128,Europe,11216.0
2021-11-29,Falkland Islands,79,,,,21805.0,,7747,2138283.0,3623,South America,3036.0
2021-11-30,Falkland Islands,79,,,,21805.0,,7747,2138283.0,3623,South America,3036.0
2021-12-01,Falkland Islands,79,,,,21805.0,,7747,2138283.0,3623,South America,3036.0
2021-12-02,Falkland Islands,83,,,,22909.0,,8316,2295335.0,3623,South America,
2021-12-03,Falkland Islands,83,,,,22903.0,,8316,2294702.0,3624,South America,
2021-12-04,Falkland Islands,83,,,,22903.0,,8316,2294702.0,3624,South America,
2021-12-05,Falkland Islands,83,,,,22903.0,,8316,2294702.0,3624,South America,
2021-11-29,Fiji,52506,696,51037,773,57978.0,769.0,460369,508347.0,905619,Australia/Oceania,854.0
2021-11-30,Fiji,52506,696,51037,773,57978.0,769.0,460369,508347.0,905619,Australia/Oceania,854.0
2021-12-01,Fiji,52506,696,51037,773,57978.0,769.0,460369,508347.0,905619,Australia/Oceania,854.0
2021-12-02,Fiji,52532,697,51077,758,58004.0,770.0,461245,509294.0,905655,Australia/Oceania,837.0
2021-12-03,Fiji,52543,697,51116,730,58015.0,770.0,461940,510052.0,905672,Australia/Oceania,806.0
2021-12-04,Fiji,52552,697,51121,734,58022.0,770.0,462999,511191.0,905726,Australia/Oceania,810.0
2021-12-05,Fiji,52562,697,51125,740,58033.0,770.0,463157,511365.0,905726,Australia/Oceania,817.0
2021-11-29,Finland,185622,1335,46000,138287,33428.0,240.0,7896869,1422121.0,5552881,Europe,24904.0
2021-11-30,Finland,186538,1335,46000,139203,33593.0,240.0,7896869,1422121.0,5552881,Europe,25069.0
2021-12-01,Finland,186538,1335,46000,139203,33593.0,240.0,7896869,1422121.0,5552881,Europe,25069.0
2021-12-02,Finland,188108,1348,46000,140760,33875.0,243.0,7961115,1433679.0,5552928,Europe,25349.0
2021-12-03,Finland,191226,1360,46000,143866,34437.0,245.0,8009940,1442465.0,5552952,Europe,25908.0
2021-12-04,Finland,191226,1360,46000,143866,34436.0,245.0,8009940,1442447.0,5553022,Europe,25908.0
2021-12-05,Finland,194638,1383,46000,147255,35051.0,249.0,8041534,1448137.0,5553022,Europe,26518.0
2021-11-29,France,7628327,119016,7113263,396048,116503.0,1818.0,162981031,2489112.0,65477576,Europe,6049.0
2021-11-30,France,7675504,119131,7125024,431349,117223.0,1819.0,162981031,2489112.0,65477576,Europe,6588.0
2021-12-01,France,7675504,119131,7124909,431464,117223.0,1819.0,162981031,2489112.0,65477576,Europe,6589.0
2021-12-02,France,7725114,119227,7137512,468375,117980.0,1821.0,162981031,2489082.0,65478363,Europe,7153.0
2021-12-03,France,7823388,119457,7155819,548112,119480.0,1824.0,162981031,2489067.0,65478756,Europe,8371.0
2021-12-04,France,7917264,119535,7171380,626349,120911.0,1826.0,167925512,2564534.0,65479937,Europe,9566.0
2021-12-05,France,7928572,119535,7191129,617908,121084.0,1826.0,167925512,2564534.0,65479937,Europe,9437.0
2021-11-29,French Guiana,45939,327,11254,34358,148385.0,1056.0,450336,1454607.0,309593,South America,110978.0
2021-11-30,French Guiana,46014,327,11254,34433,148627.0,1056.0,451659,1458880.0,309593,South America,111220.0
2021-12-01,French Guiana,46014,327,11254,34433,148627.0,1056.0,451659,1458880.0,309593,South America,111220.0
2021-12-02,French Guiana,46060,328,11254,34478,148756.0,1059.0,452628,1461811.0,309635,South America,111350.0
2021-12-03,French Guiana,46142,328,11254,34560,149011.0,1059.0,454826,1468811.0,309656,South America,111608.0
2021-12-04,French Guiana,46142,328,11254,34560,148980.0,1059.0,454826,1468507.0,309720,South America,111585.0
2021-12-05,French Guiana,46205,329,11254,34622,149183.0,1062.0,458171,1479307.0,309720,South America,111785.0
2021-11-29,Gabon,37342,279,32296,4767,16237.0,121.0,1399453,608518.0,2299771,Africa,2073.0
2021-11-30,Gabon,37342,279,32296,4767,16237.0,121.0,1399453,608518.0,2299771,Africa,2073.0
2021-12-01,Gabon,37342,279,32296,4767,16237.0,121.0,1399453,608518.0,2299771,Africa,2073.0
2021-12-02,Gabon,37342,279,32296,4767,16235.0,121.0,1399453,608442.0,2300058,Africa,2073.0
2021-12-03,Gabon,37391,279,32693,4419,16256.0,121.0,1399453,608404.0,2300202,Africa,1921.0
2021-12-04,Gabon,37477,280,33094,4103,16290.0,122.0,1409899,612831.0,2300634,Africa,1783.0
2021-12-05,Gabon,37511,281,33424,3806,16305.0,122.0,1412633,614019.0,2300634,Africa,1654.0
2021-11-29,Gambia,9989,342,9638,9,3976.0,136.0,121854,48502.0,2512327,Africa,4.0
2021-11-30,Gambia,9989,342,9638,9,3976.0,136.0,121854,48502.0,2512327,Africa,4.0
2021-12-01,Gambia,9989,342,9638,9,3976.0,136.0,121854,48502.0,2512327,Africa,4.0
2021-12-02,Gambia,9992,342,9640,10,3977.0,136.0,125061,49772.0,2512699,Africa,4.0
2021-12-03,Gambia,9992,342,9640,10,3976.0,136.0,125061,49768.0,2512885,Africa,4.0
