Date,"Country,Other",TotalCases,TotalDeaths,TotalRecovered,ActiveCases,TotCases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,Active Cases/1M pop
2021-12-04,Gambia,9992,342,9640,10,3975.0,136.0,125061,49757.0,2513444,Africa,4.0
2021-12-05,Gambia,9992,342,9640,10,3975.0,136.0,125061,49757.0,2513444,Africa,4.0
2021-11-29,Georgia,840593,11974,783987,44632,211292.0,3010.0,11506875,2892377.0,3978346,Asia,11219.0
2021-11-30,Georgia,845643,12054,788201,45388,212561.0,3030.0,11560729,2905913.0,3978346,Asia,11409.0
2021-12-01,Georgia,850102,12119,792158,45825,213682.0,3046.0,11612050,2918813.0,3978346,Asia,11519.0
2021-12-02,Georgia,850102,12119,792158,45825,213685.0,3046.0,11612050,2918844.0,3978304,Asia,11519.0
2021-12-03,Georgia,857933,12258,799850,45825,215654.0,3081.0,11714425,2944593.0,3978283,Asia,11519.0
2021-12-04,Georgia,865293,12344,806596,46353,217508.0,3103.0,11806621,2967814.0,3978221,Asia,11652.0
2021-12-05,Georgia,867071,12407,809830,44834,217954.0,3119.0,11832476,2974313.0,3978221,Asia,11270.0
2021-11-29,Germany,5825543,101652,4852800,871091,69218.0,1208.0,83816414,995889.0,84162420,Europe,10350.0
2021-11-30,Germany,5881423,102137,4893300,885986,69882.0,1214.0,83816414,995889.0,84162420,Europe,10527.0
2021-12-01,Germany,5881423,102137,4937600,841686,69882.0,1214.0,83816414,995889.0,84162420,Europe,10001.0
2021-12-02,Germany,5953310,102552,4937600,913158,70735.0,1218.0,83816414,995872.0,84163880,Europe,10850.0
2021-12-03,Germany,6097477,103308,5023300,970869,72447.0,1227.0,85782441,1019222.0,84164610,Europe,11535.0
2021-12-04,Germany,6179839,103604,5082500,993735,73424.0,1231.0,85782441,1019196.0,84166800,Europe,11807.0
2021-12-05,Germany,6219169,103913,5120100,995156,73891.0,1235.0,85782441,1019196.0,84166800,Europe,11824.0
2021-11-29,Ghana,130920,1209,129042,669,4093.0,38.0,1933408,60442.0,31987619,Africa,21.0
2021-11-30,Ghana,130920,1209,129042,669,4093.0,38.0,1933408,60442.0,31987619,Africa,21.0
2021-12-01,Ghana,130920,1209,129042,669,4093.0,38.0,1933408,60442.0,31987619,Africa,21.0
2021-12-02,Ghana,130920,1209,129042,669,4092.0,38.0,1933408,60436.0,31991170,Africa,21.0
2021-12-03,Ghana,130920,1209,129042,669,4092.0,38.0,1933408,60432.0,31992946,Africa,21.0
2021-12-04,Ghana,130920,1209,129042,669,4091.0,38.0,1933408,60422.0,31998273,Africa,21.0
2021-12-05,Ghana,131246,1228,129326,692,4102.0,38.0,1933408,60422.0,31998273,Africa,22.0
2021-11-29,Gibraltar,7205,98,6693,414,213944.0,2910.0,414498,12308044.0,33677,Europe,12293.0
2021-11-30,Gibraltar,7248,98,6698,452,215221.0,2910.0,415755,12345369.0,33677,Europe,13422.0
2021-12-01,Gibraltar,7248,98,6698,452,215221.0,2910.0,415755,12345369.0,33677,Europe,13422.0
2021-12-02,Gibraltar,7292,98,6698,496,216528.0,2910.0,417197,12388188.0,33677,Europe,14728.0
2021-12-03,Gibraltar,7342,99,6848,395,218012.0,2940.0,419565,12458503.0,33677,Europe,11729.0
2021-12-04,Gibraltar,7372,99,6955,318,218903.0,2940.0,421249,12508507.0,33677,Europe,9443.0
2021-12-05,Gibraltar,7376,100,6991,285,219022.0,2969.0,421776,12524156.0,33677,Europe,8463.0
2021-11-29,Greece,931417,18067,835882,77468,89982.0,1745.0,35721156,3450955.0,10351094,Europe,7484.0
2021-11-30,Greece,938903,18157,843050,77696,90706.0,1754.0,36357597,3512440.0,10351094,Europe,7506.0
2021-12-01,Greece,938903,18157,843050,77696,90706.0,1754.0,36357597,3512440.0,10351094,Europe,7506.0
2021-12-02,Greece,945095,18234,850711,76150,91306.0,1762.0,36708282,3546414.0,10350817,Europe,7357.0
2021-12-03,Greece,957552,18427,860595,78530,92511.0,1780.0,37549349,3627718.0,10350679,Europe,7587.0
2021-12-04,Greece,966221,18595,876039,71587,93352.0,1797.0,38190109,3689771.0,10350264,Europe,6916.0
2021-12-05,Greece,971148,18716,883066,69366,93828.0,1808.0,38293362,3699747.0,10350264,Europe,6702.0
2021-11-29,Greenland,1456,,1156,300,25585.0,,110294,1938077.0,56909,North America,5272.0
2021-11-30,Greenland,1456,,1156,300,25585.0,,110294,1938077.0,56909,North America,5272.0
2021-12-01,Greenland,1456,,1156,300,25585.0,,110294,1938077.0,56909,North America,5272.0
2021-12-02,Greenland,1456,,1156,300,25584.0,,110294,1938043.0,56910,North America,5271.0
2021-12-03,Greenland,1582,,1261,321,27798.0,,113690,1997716.0,56910,North America,5640.0
2021-12-04,Greenland,1582,,1261,321,27798.0,,113690,1997681.0,56911,North America,5640.0
2021-12-05,Greenland,1621,,1419,202,28483.0,,113690,1997681.0,56911,North America,3549.0
2021-11-29,Grenada,5888,200,5624,64,51987.0,1766.0,87070,768769.0,113259,North America,565.0
2021-11-30,Grenada,5894,200,5624,70,52040.0,1766.0,87383,771533.0,113259,North America,618.0
2021-12-01,Grenada,5897,200,5624,73,52067.0,1766.0,87509,772645.0,113259,North America,645.0
2021-12-02,Grenada,5897,200,5624,73,52065.0,1766.0,87509,772625.0,113262,North America,645.0
2021-12-03,Grenada,5900,200,5625,75,52091.0,1766.0,87740,774650.0,113264,North America,662.0
2021-12-04,Grenada,5908,200,5636,72,52159.0,1766.0,88084,777660.0,113268,North America,636.0
2021-12-05,Grenada,5909,200,5641,68,52168.0,1766.0,88276,779355.0,113268,North America,600.0
2021-11-29,Guadeloupe,55147,746,2250,52151,137791.0,1864.0,551264,1377399.0,400221,North America,130306.0
2021-11-30,Guadeloupe,55147,746,2250,52151,137791.0,1864.0,551264,1377399.0,400221,North America,130306.0
2021-12-01,Guadeloupe,55147,746,2250,52151,137791.0,1864.0,551264,1377399.0,400221,North America,130306.0
2021-12-02,Guadeloupe,55284,748,2250,52286,138134.0,1869.0,551264,1377399.0,400221,North America,130643.0
2021-12-03,Guadeloupe,55284,748,2250,52286,138134.0,1869.0,551264,1377399.0,400221,North America,130643.0
2021-12-04,Guadeloupe,55284,748,2250,52286,138133.0,1869.0,551264,1377396.0,400222,North America,130642.0
2021-12-05,Guadeloupe,55284,748,2250,52286,138133.0,1869.0,551264,1377396.0,400222,North America,130642.0
2021-11-29,Guatemala,617621,15933,600146,1542,33597.0,867.0,3111321,169249.0,18383054,North America,84.0
2021-11-30,Guatemala,617984,15943,600621,1420,33617.0,867.0,3120035,169723.0,18383054,North America,77.0
2021-12-01,Guatemala,617984,15943,600621,1420,33617.0,867.0,3120035,169723.0,18383054,North America,77.0
2021-12-02,Guatemala,618436,15956,601096,1384,33638.0,868.0,3128305,170157.0,18384867,North America,75.0
2021-12-03,Guatemala,619040,15972,601824,1244,33670.0,869.0,3141170,170848.0,18385774,North America,68.0
2021-12-04,Guatemala,619852,15986,602717,1149,33709.0,869.0,3150263,171317.0,18388494,North America,62.0
2021-12-05,Guatemala,619891,15992,602820,1079,33711.0,870.0,3151236,171370.0,18388494,North America,59.0
2021-11-29,Guinea,30770,387,29725,658,2257.0,28.0,569940,41801.0,13634756,Africa,48.0
2021-11-30,Guinea,30770,387,29725,658,2257.0,28.0,569940,41801.0,13634756,Africa,48.0
2021-12-01,Guinea,30770,387,29725,658,2257.0,28.0,569940,41801.0,13634756,Africa,48.0
2021-12-02,Guinea,30770,387,29725,658,2256.0,28.0,569940,41795.0,13636709,Africa,48.0
2021-12-03,Guinea,30770,387,29725,658,2256.0,28.0,569940,41792.0,13637686,Africa,48.0
2021-12-04,Guinea,30770,387,29725,658,2256.0,28.0,569940,41783.0,13640616,Africa,48.0
2021-12-05,Guinea,30770,387,29725,658,2256.0,28.0,569940,41783.0,13640616,Africa,48.0
2021-11-29,Guinea-Bissau,6440,148,6268,24,3167.0,73.0,106886,52561.0,2033572,Africa,12.0
2021-11-30,Guinea-Bissau,6440,148,6271,21,3167.0,73.0,107064,52648.0,2033572,Africa,10.0
2021-12-01,Guinea-Bissau,6440,148,6271,21,3167.0,73.0,107064,52648.0,2033572,Africa,10.0
2021-12-02,Guinea-Bissau,6442,148,6275,19,3167.0,73.0,107174,52696.0,2033827,Africa,9.0
2021-12-03,Guinea-Bissau,6444,149,6275,20,3168.0,73.0,107505,52855.0,2033955,Africa,10.0
2021-12-04,Guinea-Bissau,6444,149,6277,18,3168.0,73.0,107685,52934.0,2034337,Africa,9.0
2021-12-05,Guinea-Bissau,6444,149,6277,18,3168.0,73.0,107685,52934.0,2034337,Africa,9.0
2021-11-29,Guyana,37825,992,35379,1454,47764.0,1253.0,389843,492280.0,791913,South America,1836.0
2021-11-30,Guyana,37874,994,35651,1229,47826.0,1255.0,390796,493484.0,791913,South America,1552.0
2021-12-01,Guyana,37874,994,35651,1229,47826.0,1255.0,390796,493484.0,791913,South America,1552.0
2021-12-02,Guyana,37951,997,35718,1236,47922.0,1259.0,392287,495353.0,791934,South America,1561.0
2021-12-03,Guyana,38068,1001,36024,1043,48069.0,1264.0,394277,497860.0,791944,South America,1317.0
2021-12-04,Guyana,38160,1006,36170,984,48183.0,1270.0,396734,500943.0,791975,South America,1242.0
2021-12-05,Guyana,38217,1008,36268,941,48255.0,1273.0,398500,503172.0,791975,South America,1188.0
2021-11-29,Haiti,25175,738,21262,3175,2170.0,64.0,132422,11417.0,11598748,North America,274.0
2021-11-30,Haiti,25175,738,21262,3175,2170.0,64.0,132422,11417.0,11598748,North America,274.0
2021-12-01,Haiti,25175,738,21262,3175,2170.0,64.0,132422,11417.0,11598748,North America,274.0
2021-12-02,Haiti,25351,746,21503,3102,2186.0,64.0,132422,11416.0,11599507,North America,267.0
2021-12-03,Haiti,25463,747,21547,3169,2195.0,64.0,132422,11416.0,11599887,North America,273.0
2021-12-04,Haiti,25510,747,21644,3119,2199.0,64.0,132422,11415.0,11601026,North America,269.0
2021-12-05,Haiti,25638,750,21746,3142,2210.0,65.0,132422,11415.0,11601026,North America,271.0
2021-11-29,Honduras,377888,10403,120308,247177,37315.0,1027.0,1121382,110733.0,10126888,North America,24408.0
2021-11-30,Honduras,377888,10403,120308,247177,37315.0,1027.0,1121382,110733.0,10126888,North America,24408.0
2021-12-01,Honduras,377888,10403,120308,247177,37315.0,1027.0,1121382,110733.0,10126888,North America,24408.0
2021-12-02,Honduras,377976,10409,120636,246931,37321.0,1028.0,1121382,110724.0,10127749,North America,24382.0
2021-12-03,Honduras,378113,10413,121722,245978,37333.0,1028.0,1121382,110719.0,10128180,North America,24286.0
2021-12-04,Honduras,378310,10413,122039,245858,37347.0,1028.0,1122483,110814.0,10129472,North America,24272.0
2021-12-05,Honduras,378324,10413,122039,245872,37349.0,1028.0,1122483,110814.0,10129472,North America,24273.0
2021-11-29,Hong Kong,12431,213,12133,85,1639.0,28.0,28195188,3718272.0,7582874,Asia,11.0
2021-11-30,Hong Kong,12437,213,12133,91,1640.0,28.0,28195188,3718272.0,7582874,Asia,12.0
2021-12-01,Hong Kong,12437,213,12133,91,1640.0,28.0,28195188,3718272.0,7582874,Asia,12.0
2021-12-02,Hong Kong,12440,213,12140,87,1640.0,28.0,28195188,3718109.0,7583206,Asia,11.0
2021-12-03,Hong Kong,12449,213,12145,91,1642.0,28.0,28539548,3763438.0,7583372,Asia,12.0
2021-12-04,Hong Kong,12462,213,12149,100,1643.0,28.0,28539548,3763191.0,7583870,Asia,13.0
2021-12-05,Hong Kong,12467,213,12151,103,1644.0,28.0,28539548,3763191.0,7583870,Asia,14.0
2021-11-29,Hungary,1096718,34326,877251,185141,113937.0,3566.0,8423435,875100.0,9625685,Europe,19234.0
2021-11-30,Hungary,1103108,34521,882659,185928,114600.0,3586.0,8443744,877210.0,9625685,Europe,19316.0
2021-12-01,Hungary,1103108,34521,882659,185928,114600.0,3586.0,8443744,877210.0,9625685,Europe,19316.0
2021-12-02,Hungary,1114260,34713,891691,187856,115761.0,3606.0,8474664,880434.0,9625551,Europe,19516.0
2021-12-03,Hungary,1134869,35122,910745,189002,117903.0,3649.0,8559975,889303.0,9625484,Europe,19636.0
2021-12-04,Hungary,1134869,35122,910745,189002,117905.0,3649.0,8559975,889322.0,9625284,Europe,19636.0
2021-12-05,Hungary,1157568,35611,932204,189753,120263.0,3700.0,8666739,900414.0,9625284,Europe,19714.0
2021-11-29,Iceland,17770,35,16143,1592,51601.0,102.0,1244621,3614186.0,344371,Europe,4623.0
2021-11-30,Iceland,17894,35,16318,1541,51961.0,102.0,1248736,3626136.0,344371,Europe,4475.0
2021-12-01,Iceland,17894,35,16318,1541,51961.0,102.0,1248736,3626136.0,344371,Europe,4475.0
2021-12-02,Iceland,18055,35,16488,1532,52427.0,102.0,1252431,3636739.0,344383,Europe,4449.0
2021-12-03,Iceland,18333,35,16721,1577,53233.0,102.0,1256171,3647535.0,344389,Europe,4579.0
2021-12-04,Iceland,18561,35,16721,1805,53893.0,102.0,1256171,3647345.0,344407,Europe,5241.0
2021-12-05,Iceland,18642,35,17241,1366,54128.0,102.0,1265404,3674153.0,344407,Europe,3966.0
2021-11-29,India,34587822,468980,34008183,110659,24720.0,335.0,640291325,457625.0,1399161383,Asia,79.0
2021-11-30,India,34596776,469247,34018299,109230,24727.0,335.0,641303848,458349.0,1399161383,Asia,78.0
2021-12-01,India,34596776,469247,34028506,99023,24727.0,335.0,642412315,459141.0,1399161383,Asia,71.0
2021-12-02,India,34606541,469724,34028506,108311,24732.0,336.0,642412315,459117.0,1399235464,Asia,77.0
2021-12-03,India,34624360,470530,34045666,108164,24745.0,336.0,644668082,460717.0,1399272504,Asia,77.0
2021-12-04,India,34641561,473537,34060774,107250,24755.0,338.0,647252850,462527.0,1399383625,Asia,77.0
2021-12-05,India,34648383,473757,34069608,105018,24760.0,339.0,648259067,463246.0,1399383625,Asia,75.0
2021-11-29,Indonesia,4256112,143819,4104333,7960,15331.0,518.0,54160249,195097.0,277607186,Asia,29.0
2021-11-30,Indonesia,4256409,143830,4104657,7922,15332.0,518.0,54475477,196232.0,277607186,Asia,29.0
2021-12-01,Indonesia,4256409,143830,4104657,7922,15332.0,518.0,54475477,196232.0,277607186,Asia,29.0
2021-12-02,Indonesia,4256687,143840,4104964,7883,15333.0,518.0,54746617,197198.0,277622982,Asia,28.0
2021-12-03,Indonesia,4257243,143858,4105680,7705,15334.0,518.0,55342143,199337.0,277630880,Asia,28.0
2021-12-04,Indonesia,4257685,143867,4106292,7526,15334.0,518.0,55884039,201272.0,277654573,Asia,27.0
2021-12-05,Indonesia,4257815,143876,4108297,5642,15335.0,518.0,56152356,202238.0,277654573,Asia,20.0
2021-11-29,Iran,6113192,129711,5873441,110040,71491.0,1517.0,38439240,449527.0,85510446,Asia,1287.0
2021-11-30,Iran,6117445,129830,5883470,104145,71540.0,1518.0,38439240,449527.0,85510446,Asia,1218.0
2021-12-01,Iran,6117445,129830,5883470,104145,71540.0,1518.0,38439240,449527.0,85510446,Asia,1218.0
2021-12-02,Iran,6121757,129912,5892574,99271,71586.0,1519.0,38439240,449496.0,85516321,Asia,1161.0
2021-12-03,Iran,6129199,130066,5908901,90232,71670.0,1521.0,39093355,457129.0,85519258,Asia,1055.0
2021-12-04,Iran,6134465,130200,5923316,80949,71725.0,1522.0,39093355,457082.0,85528070,Asia,946.0
2021-12-05,Iran,6137821,130277,5930502,77042,71764.0,1523.0,39415479,460848.0,85528070,Asia,901.0
2021-11-29,Iraq,2080448,23807,2043666,12975,50137.0,574.0,16320352,393308.0,41495089,Asia,313.0
2021-11-30,Iraq,2081172,23820,2045021,12331,50155.0,574.0,16341046,393807.0,41495089,Asia,297.0
2021-12-01,Iraq,2081172,23820,2045021,12331,50155.0,574.0,16341046,393807.0,41495089,Asia,297.0
2021-12-02,Iraq,2082061,23844,2046224,11993,50170.0,575.0,16363328,394297.0,41500033,Asia,289.0
2021-12-03,Iraq,2083515,23867,2048378,11270,50202.0,575.0,16405036,395278.0,41502505,Asia,272.0
2021-12-04,Iraq,2084346,23885,2050033,10428,50213.0,575.0,16431593,395847.0,41509921,Asia,251.0
2021-12-05,Iraq,2084961,23903,2050960,10098,50228.0,576.0,16451108,396317.0,41509921,Asia,243.0
2021-11-29,Ireland,564657,5652,439623,119382,112579.0,1127.0,8953278,1785067.0,5015655,Europe,23802.0
2021-11-30,Ireland,570115,5652,441593,122870,113667.0,1127.0,8983297,1791052.0,5015655,Europe,24497.0
2021-12-01,Ireland,570115,5652,441593,122870,113667.0,1127.0,8983297,1791052.0,5015655,Europe,24497.0
2021-12-02,Ireland,573905,5707,444459,123739,114416.0,1138.0,8983297,1790944.0,5015956,Europe,24669.0
2021-12-03,Ireland,583472,5707,451327,126438,116320.0,1138.0,8983297,1790890.0,5016107,Europe,25206.0
2021-12-04,Ireland,594250,5707,458280,130263,118458.0,1138.0,8983297,1790729.0,5016559,Europe,25967.0
2021-12-05,Ireland,597161,5707,461979,129475,119038.0,1138.0,9178076,1829556.0,5016559,Europe,25810.0
2021-11-29,Isle of Man,11230,66,10522,642,131086.0,770.0,133676,1560378.0,85669,Europe,7494.0
2021-11-30,Isle of Man,11339,66,10522,751,132358.0,770.0,133676,1560378.0,85669,Europe,8766.0
2021-12-01,Isle of Man,11339,66,10522,751,132358.0,770.0,133676,1560378.0,85669,Europe,8766.0
2021-12-02,Isle of Man,11486,66,10624,796,134071.0,770.0,133676,1560341.0,85671,Europe,9291.0
2021-12-03,Isle of Man,11764,66,10783,915,137314.0,770.0,133676,1560323.0,85672,Europe,10680.0
2021-12-04,Isle of Man,11926,66,10890,970,139199.0,770.0,133676,1560250.0,85676,Europe,11322.0
2021-12-05,Isle of Man,12035,66,11059,910,140471.0,770.0,133676,1560250.0,85676,Europe,10621.0
2021-11-29,Israel,1342976,8195,1329263,5518,144003.0,879.0,31188024,3344202.0,9326000,Asia,592.0
2021-11-30,Israel,1343660,8196,1329800,5664,144077.0,879.0,31188024,3344202.0,9326000,Asia,607.0
2021-12-01,Israel,1343660,8196,1329800,5664,144077.0,879.0,31188024,3344202.0,9326000,Asia,607.0
2021-12-02,Israel,1344103,8199,1330366,5538,144124.0,879.0,31188024,3344202.0,9326000,Asia,594.0
2021-12-03,Israel,1345083,8199,1331497,5387,144229.0,879.0,31188024,3344202.0,9326000,Asia,578.0
2021-12-04,Israel,1346106,8204,1332425,5477,144339.0,880.0,35234839,3778130.0,9326000,Asia,587.0
2021-12-05,Israel,1346670,8209,1332997,5464,144400.0,880.0,35400109,3795851.0,9326000,Asia,586.0
2021-11-29,Italy,5015783,133739,4692408,189636,83131.0,2217.0,118611763,1965848.0,60336188,Europe,3143.0
2021-11-30,Italy,5028547,133828,4700449,194270,83342.0,2218.0,119331735,1977780.0,60336188,Europe,3220.0
2021-12-01,Italy,5028547,133828,4700449,194270,83342.0,2218.0,119331735,1977780.0,60336188,Europe,3220.0
2021-12-02,Italy,5043624,133931,4709906,199787,83593.0,2220.0,119905510,1987306.0,60335704,Europe,3311.0
2021-12-03,Italy,5077445,134077,4727214,216154,84154.0,2222.0,121173417,2008328.0,60335462,Europe,3583.0
2021-12-04,Italy,5109073,134195,4742887,231991,84679.0,2224.0,122335117,2027607.0,60334736,Europe,3845.0
2021-12-05,Italy,5118576,134287,4748454,235835,84836.0,2226.0,122636677,2032605.0,60334736,Europe,3909.0
2021-11-29,Ivory Coast,61712,704,60721,287,2261.0,26.0,1131105,41434.0,27298982,Africa,11.0
2021-11-30,Ivory Coast,61724,704,60739,281,2261.0,26.0,1151972,42198.0,27298982,Africa,10.0
2021-12-01,Ivory Coast,61724,704,60739,281,2261.0,26.0,1151972,42198.0,27298982,Africa,10.0
2021-12-02,Ivory Coast,61758,704,60797,257,2262.0,26.0,1151972,42193.0,27302562,Africa,9.0
2021-12-03,Ivory Coast,61794,705,60832,257,2263.0,26.0,1159053,42449.0,27304353,Africa,9.0
2021-12-04,Ivory Coast,61824,706,60864,254,2264.0,26.0,1159053,42441.0,27309723,Africa,9.0
2021-12-05,Ivory Coast,61826,706,60875,245,2264.0,26.0,1159053,42441.0,27309723,Africa,9.0
2021-11-29,Jamaica,91222,2391,62539,26292,30617.0,803.0,671587,225408.0,2979425,North America,8825.0
2021-11-30,Jamaica,91249,2392,62642,26215,30626.0,803.0,672626,225757.0,2979425,North America,8799.0
2021-12-01,Jamaica,91249,2392,62642,26215,30626.0,803.0,672626,225757.0,2979425,North America,8799.0
2021-12-02,Jamaica,91272,2396,62666,26210,30633.0,804.0,673434,226023.0,2979495,North America,8797.0
2021-12-03,Jamaica,91369,2406,62747,26216,30666.0,808.0,675238,226626.0,2979531,North America,8799.0
2021-12-04,Jamaica,91469,2410,62942,26117,30698.0,809.0,677213,227280.0,2979636,North America,8765.0
2021-12-05,Jamaica,91536,2410,63096,26030,30721.0,809.0,678165,227600.0,2979636,North America,8736.0
2021-11-29,Japan,1727143,18358,1707902,883,13715.0,146.0,27821836,220932.0,125929267,Asia,7.0
2021-11-30,Japan,1727221,18359,1708006,856,13716.0,146.0,27874331,221349.0,125929267,Asia,7.0
2021-12-01,Japan,1727304,18360,1708079,865,13716.0,146.0,27926519,221764.0,125929267,Asia,7.0
2021-12-02,Japan,1727304,18360,1708079,865,13717.0,146.0,27926519,221767.0,125927160,Asia,7.0
2021-12-03,Japan,1727560,18363,1708345,852,13719.0,146.0,28040512,222674.0,125926107,Asia,7.0
2021-12-04,Japan,1727828,18364,1708638,826,13721.0,146.0,28132870,223413.0,125922947,Asia,7.0
2021-12-05,Japan,1727942,18364,1708711,867,13722.0,146.0,28151465,223561.0,125922947,Asia,7.0
2021-11-29,Jordan,948966,11584,883980,53402,91722.0,1120.0,12116328,1171095.0,10346151,Asia,5162.0
2021-11-30,Jordan,953943,11608,887074,55261,92203.0,1122.0,12169073,1176193.0,10346151,Asia,5341.0
2021-12-01,Jordan,953943,11608,887074,55261,92203.0,1122.0,12169073,1176193.0,10346151,Asia,5341.0
2021-12-02,Jordan,958990,11633,890366,56991,92686.0,1124.0,12220357,1181087.0,10346704,Asia,5508.0
2021-12-03,Jordan,968425,11687,897728,59010,93595.0,1130.0,12320807,1190763.0,10346981,Asia,5703.0
2021-12-04,Jordan,975956,11761,903088,61107,94315.0,1137.0,12395866,1197922.0,10347811,Asia,5905.0
2021-12-05,Jordan,981767,11787,907386,62594,94877.0,1139.0,12450089,1203162.0,10347811,Asia,6049.0
2021-11-29,Kazakhstan,970887,12678,934813,23396,50848.0,664.0,11575012,606220.0,19093759,Asia,1225.0
2021-11-30,Kazakhstan,971541,12696,935950,22895,50883.0,665.0,11575012,606220.0,19093759,Asia,1199.0
2021-12-01,Kazakhstan,972292,12703,937383,22206,50922.0,665.0,11575012,606220.0,19093759,Asia,1163.0
2021-12-02,Kazakhstan,972292,12703,937383,22206,50919.0,665.0,11575012,606181.0,19094986,Asia,1163.0
2021-12-03,Kazakhstan,973769,12734,939566,21469,50994.0,667.0,11575012,606161.0,19095600,Asia,1124.0
2021-12-04,Kazakhstan,975150,12769,941285,21096,51062.0,669.0,11575012,606103.0,19097440,Asia,1105.0
2021-12-05,Kazakhstan,975782,12785,942076,20921,51095.0,669.0,11575012,606103.0,19097440,Asia,1095.0
2021-11-29,Kenya,254979,5334,248308,1337,4599.0,96.0,2827102,50993.0,55441352,Africa,24.0
2021-11-30,Kenya,255088,5335,248318,1435,4601.0,96.0,2835065,51136.0,55441352,Africa,26.0
2021-12-01,Kenya,255088,5335,248318,1435,4601.0,96.0,2835065,51136.0,55441352,Africa,26.0
2021-12-02,Kenya,255164,5335,248350,1479,4602.0,96.0,2839918,51218.0,55447839,Africa,27.0
2021-12-03,Kenya,255355,5335,248398,1622,4605.0,96.0,2848757,51374.0,55451083,Africa,29.0
2021-12-04,Kenya,255437,5335,248426,1676,4606.0,96.0,2855761,51492.0,55460814,Africa,30.0
2021-12-05,Kenya,255469,5335,248444,1690,4606.0,96.0,2855761,51492.0,55460814,Africa,30.0
2021-11-29,Kuwait,413327,2465,410610,252,94806.0,565.0,5310741,1218144.0,4359700,Asia,58.0
2021-11-30,Kuwait,413362,2465,410627,270,94814.0,565.0,5330503,1222677.0,4359700,Asia,62.0
2021-12-01,Kuwait,413362,2465,410627,270,94814.0,565.0,5330503,1222677.0,4359700,Asia,62.0
2021-12-02,Kuwait,413383,2465,410646,272,94812.0,565.0,5350472,1227160.0,4360045,Asia,62.0
2021-12-03,Kuwait,413441,2465,410684,292,94821.0,565.0,5390437,1236277.0,4360218,Asia,67.0
2021-12-04,Kuwait,413491,2465,410723,303,94821.0,565.0,5432522,1245781.0,4360736,Asia,69.0
2021-12-05,Kuwait,413524,2465,410746,313,94829.0,565.0,5456590,1251300.0,4360736,Asia,72.0
2021-11-29,Kyrgyzstan,183285,2743,178112,2430,27454.0,411.0,1830395,274173.0,6676068,Asia,364.0
2021-11-30,Kyrgyzstan,183351,2746,178230,2375,27464.0,411.0,1833445,274629.0,6676068,Asia,356.0
2021-12-01,Kyrgyzstan,183404,2749,178332,2323,27472.0,412.0,1836381,275069.0,6676068,Asia,348.0
2021-12-02,Kyrgyzstan,183404,2749,178332,2323,27469.0,412.0,1836381,275045.0,6676656,Asia,348.0
2021-12-03,Kyrgyzstan,183510,2755,178478,2277,27484.0,413.0,1842416,275937.0,6676951,Asia,341.0
2021-12-04,Kyrgyzstan,183615,2758,178602,2255,27496.0,413.0,1848664,276836.0,6677834,Asia,338.0
2021-12-05,Kyrgyzstan,183649,2760,178651,2238,27501.0,413.0,1850612,277128.0,6677834,Asia,335.0
2021-11-29,Laos,72447,166,7339,64942,9758.0,22.0,782029,105330.0,7424555,Asia,8747.0
2021-11-30,Laos,73738,170,7339,66229,9932.0,23.0,788302,106175.0,7424555,Asia,8920.0
2021-12-01,Laos,73738,170,7339,66229,9932.0,23.0,788302,106175.0,7424555,Asia,8920.0
2021-12-02,Laos,75163,178,7339,67646,10123.0,24.0,794815,107044.0,7425132,Asia,9110.0
2021-12-03,Laos,77500,191,7339,69970,10437.0,26.0,810421,109141.0,7425420,Asia,9423.0
2021-12-04,Laos,79833,207,7339,72287,10750.0,28.0,816844,109994.0,7426286,Asia,9734.0
2021-12-05,Laos,80722,210,7339,73173,10870.0,28.0,820711,110514.0,7426286,Asia,9853.0
2021-11-29,Latvia,252728,4155,236997,11576,136116.0,2238.0,5323266,2867035.0,1856715,Europe,6235.0
2021-11-30,Latvia,253659,4179,236997,12483,136617.0,2251.0,5334912,2873307.0,1856715,Europe,6723.0
2021-12-01,Latvia,253659,4179,236997,12483,136617.0,2251.0,5334912,2873307.0,1856715,Europe,6723.0
2021-12-02,Latvia,254690,4213,238043,12434,137181.0,2269.0,5346706,2879834.0,1856602,Europe,6697.0
2021-12-03,Latvia,256125,4248,240660,11217,137958.0,2288.0,5367826,2891297.0,1856546,Europe,6042.0
2021-12-04,Latvia,257329,4267,241683,11379,138619.0,2299.0,5384444,2900514.0,1856376,Europe,6130.0
2021-12-05,Latvia,257559,4277,242498,10784,138743.0,2304.0,5388611,2902758.0,1856376,Europe,5809.0
2021-11-29,Lebanon,668605,8716,632623,27266,98582.0,1285.0,4795578,707078.0,6782245,Asia,4020.0
2021-11-30,Lebanon,670656,8725,633299,28632,98884.0,1286.0,4795578,707078.0,6782245,Asia,4222.0
2021-12-01,Lebanon,670656,8725,633299,28632,98884.0,1286.0,4795578,707078.0,6782245,Asia,4222.0
2021-12-02,Lebanon,672548,8735,633490,30323,99165.0,1288.0,4795578,707096.0,6782078,Asia,4471.0
2021-12-03,Lebanon,675765,8755,634994,32016,99641.0,1291.0,4795578,707104.0,6781995,Asia,4721.0
2021-12-04,Lebanon,678801,8775,634994,35032,100092.0,1294.0,4795578,707130.0,6781746,Asia,5166.0
