Date,"Country,Other",TotalCases,NewCases,TotalDeaths,NewDeaths,TotalRecovered,NewRecovered,ActiveCases,"Serious,Critical",Tot Cases/1M pop,Deaths/1M pop,TotalTests,Tests/1M pop,Population,Continent,1 Caseevery X ppl,1 Deathevery X ppl,1 Testevery X ppl,New Cases/1M pop,New Deaths/1M pop,Active Cases/1M pop
1/12/2021,Andorra,"17,185",,131 ,,"15,955",,"1,099",4,"221,914","1,692","193,595","2,499,935","77,440 ",Europe,5,591,0,,,"14,192"
1/12/2021,Tajikistan,"17,095",,124 ,,"16,966",,5,,"1,737",13,,,"9,839,683 ",Asia,576,"79,352",,,,0.5
1/12/2021,Taiwan,"16,609",+8,848 ,,"15,617",+9,144,,696,36,"8,406,970","352,085","23,877,680 ",Asia,"1,438","28,158",3,0.3,,6
1/12/2021,Aruba,"16,354",,174 ,,"15,994",,186,13,"152,263","1,620","177,885","1,656,192","107,406 ",North America,7,617,1,,,"1,732"
1/12/2021,Burkina Faso,"16,000",,286 ,,"15,345",,369,,737,13,"234,250","10,789","21,710,933 ",Africa,"1,357","75,912",93,,,17
1/12/2021,Brunei ,"15,058",,97 ,,"14,451",,510,4,"33,961",219,"614,805","1,386,588","443,394 ",Asia,29,"4,571",1,,,"1,150"
1/12/2021,Equatorial Guinea,"13,592",,175 ,,"13,343",,74,1,"9,260",119,"242,340","165,094","1,467,891 ",Africa,108,"8,388",6,,,50
1/12/2021,Djibouti,"13,504",,186 ,,"13,293",,25,,"13,393",184,"246,724","244,699","1,008,276 ",Africa,75,"5,421",4,,,25
1/12/2021,Saint Lucia,"13,000",,280 ,,"12,607",,113,9,"70,341","1,515","100,242","542,397","184,813 ",North America,14,660,2,,,611
1/12/2021,South Sudan,"12,758",,133 ,,"12,463",,162,2,"1,121",12,"267,531","23,511","11,378,990 ",Africa,892,"85,556",43,,,14
1/12/2021,Hong Kong,"12,437",,213 ,,"12,133",,91,,"1,640",28,"28,195,188","3,718,272","7,582,874 ",Asia,610,"35,600",0,,,12
1/12/2021,New Caledonia,"12,185",+26,276 ,,"11,604",+13,305,11,"42,108",954,"42,756","147,754","289,373 ",Australia/Oceania,24,"1,048",7,90,,"1,054"
1/12/2021,New Zealand,"11,723",+147,44 ,,"5,671",+17,"6,008",64,"2,344",9,"4,941,226","987,830","5,002,100 ",Australia/Oceania,427,"113,684",1,29,,"1,201"
1/12/2021,CAR,"11,708",,101  ,,"6,859",,"4,748",2,"2,366",20,"60,228","12,172","4,948,236 ",Africa,423,"48,992",82,,,960
1/12/2021,Isle of Man,"11,339",,66 ,,"10,522",,751,1,"132,358",770,"133,676","1,560,378","85,669 ",Europe,8,"1,298",1,,,"8,766"
1/12/2021,Yemen,"10,004",,"1,950 ",,"6,887",,"1,167",23,325,63,"265,253","8,625","30,752,189 ",Asia,"3,074","15,770",116,,,38
1/12/2021,Gambia,"9,989",,342 ,,"9,638",,9,3,"3,976",136,"121,854","48,502","2,512,327 ",Africa,252,"7,346",21,,,4
1/12/2021,Eritrea,"7,358",,60 ,,"7,096",,202,,"2,035",17,"23,693","6,553","3,615,696 ",Africa,491,"60,262",153,,,56
1/12/2021,Gibraltar,"7,248",,98 ,,"6,698",,452,3,"215,221","2,910","415,755","12,345,369","33,677 ",Europe,5,344,0,,,"13,422"
1/12/2021,Cayman Islands,"7,074",,5 ,,"2,990",,"4,079",22,"105,879",75,"204,495","3,060,753","66,812 ",North America,9,"13,362",0,,,"61,052"
1/12/2021,Niger,"7,007",,259 ,,"6,613",,135,2,275,10,"188,729","7,419","25,440,031 ",Africa,"3,631","98,224",135,,,5
1/12/2021,Guinea-Bissau,"6,440",,148 ,,"6,271",,21,,"3,167",73,"107,064","52,648","2,033,572 ",Africa,316,"13,740",19,,,10
1/12/2021,Sierra Leone,"6,402",,121 ,,N/A,N/A,N/A,,780,15,"160,729","19,587","8,205,759 ",Africa,"1,282","67,816",51,,,230
1/12/2021,Dominica,"6,028",,38 ,,"5,615",,375,,"83,445",526,"109,026","1,509,240","72,239 ",North America,12,"1,901",1,,,"5,191"
1/12/2021,San Marino,"5,979",,93 ,,"5,610",,276,2,"175,688","2,733","90,716","2,665,609","34,032 ",Europe,6,366,0,,,"8,110"
1/12/2021,Grenada,"5,897",+3,200 ,,"5,624",,73,2,"52,067","1,766","87,509","772,645","113,259 ",North America,19,566,1,26,,645
1/12/2021,Liberia,"5,824",,287 ,,"5,523",,14,2,"1,115",55,"128,246","24,543","5,225,264 ",Africa,897,"18,206",41,,,3
1/12/2021,Bermuda,"5,748",,106 ,,"5,609",,33,2,"92,780","1,711","646,478","10,434,975","61,953 ",North America,11,584,0,,,533
1/12/2021,St. Vincent Grenadines,"5,525",,74 ,,"4,991",,460,7,"49,579",664,"90,554","812,595","111,438 ",North America,20,"1,506",1,,,"4,128"
1/12/2021,Chad,"5,105",,175 ,,"4,874",,56,,299,10,"148,082","8,665","17,089,911 ",Africa,"3,348","97,657",115,,,3
1/12/2021,Liechtenstein,"4,633",,61 ,,"4,206",,366,9,"121,020","1,593","77,368","2,020,949","38,283 ",Europe,8,628,0,,,"9,560"
1/12/2021,Sint Maarten,"4,588",,75 ,,"4,488",,25,10,"105,319","1,722","62,056","1,424,512","43,563 ",North America,9,581,1,,,574
1/12/2021,Comoros,"4,508",+7,150 ,,"4,298",+2,60,,"5,033",167,,,"895,722 ",Africa,199,"5,971",,8,,67
1/12/2021,Antigua and Barbuda,"4,141",,117 ,,"4,018",,6,11,"41,797","1,181","17,782","179,482","99,074 ",North America,24,847,6,,,61
1/12/2021,Saint Martin,"3,949",,56 ,,"1,399",,"2,494",7,"99,732","1,414","54,303","1,371,426","39,596 ",North America,10,707,1,,,"62,986"
1/12/2021,Monaco,"3,767",,36 ,,"3,585",,146,1,"95,042",908,"54,960","1,386,653","39,635 ",Europe,11,"1,101",1,,,"3,684"
1/12/2021,Sao Tome and Principe,"3,731",,56 ,,"3,675",,0,,"16,590",249,"14,689","65,313","224,900 ",Africa,60,"4,016",15,,,
1/12/2021,Faeroe Islands,"3,626",,13 ,,"3,153",,460,7,"73,812",265,"564,000","11,480,916","49,125 ",Europe,14,"3,779",0,,,"9,364"
1/12/2021,Turks and Caicos,"3,096",,24 ,,"3,021",,51,,"78,467",608,"94,789","2,402,398","39,456 ",North America,13,"1,644",0,,,"1,293"
1/12/2021,Caribbean Netherlands,"2,938",,22 ,,"2,660",,256,,"110,588",828,"30,126","1,133,963","26,567 ",North America,9,"1,208",1,,,"9,636"
1/12/2021,Saint Kitts and Nevis,"2,786",,28 ,,"2,738",,20,1,"51,852",521,"56,538","1,052,261","53,730 ",North America,19,"1,919",1,,,372
1/12/2021,British Virgin Islands,"2,765",,38 ,,N/A,N/A,N/A,7,"90,611","1,245","82,570","2,705,882","30,515 ",North America,11,803,0,,,"2,556"
1/12/2021,Bhutan,"2,640",,3 ,,"2,623",,14,,"3,369",4,"1,241,845","1,584,788","783,603 ",Asia,297,"261,201",1,,,18
1/12/2021,St. Barth,"1,601",,6 ,,N/A,N/A,N/A,,"161,391",605,"56,491","5,694,657","9,920 ",North America,6,"1,653",0,,,"114,214"
1/12/2021,Greenland,"1,456",, ,,"1,156",,300,2,"25,585",,"110,294","1,938,077","56,909 ",North America,39,,1,,,"5,272"
1/12/2021,Anguilla,"1,386",,3 ,,"1,273",,110,,"91,232",197,"51,382","3,382,175","15,192 ",North America,11,"5,064",0,,,"7,241"
1/12/2021,Diamond Princess,712,,13 ,,699,,0,,,,,, ,,,,,,,
1/12/2021,Wallis and Futuna,445,,7 ,,438,,0,,"40,598",639,"20,508","1,870,997","10,961 ",Australia/Oceania,25,"1,566",1,,,
1/12/2021,Falkland Islands,79,, ,,N/A,N/A,N/A,,"21,805",,"7,747","2,138,283","3,623 ",South America,46,,0,,,"3,036"
1/12/2021,Macao,77,, ,,77,,0,,116,,"5,019","7,584","661,828 ",Asia,"8,595",,132,,,
1/12/2021,Saint Pierre Miquelon,59,, ,,32,,27,,"10,254",,"11,864","2,061,870","5,754 ",North America,98,,0,,,"4,692"
1/12/2021,Montserrat,44,,1 ,,41,,2,,"8,807",200,"2,920","584,468","4,996 ",North America,114,"4,996",2,,,400
1/12/2021,Vatican City,27,, ,,27,,0,,"33,582",,,,804 ,Europe,30,,,,,
1/12/2021,Solomon Islands,20,, ,,20,,0,,28,,"4,500","6,332","710,627 ",Australia/Oceania,"35,531",,158,,,
1/12/2021,Western Sahara,10,,1 ,,8,,1,,16,2,,,"618,040 ",Africa,"61,804","618,040",,,,2
1/12/2021,MS Zaandam,9,,2 ,,7,,0,,,,,, ,,,,,,,
1/12/2021,Palau,8,, ,,8,,0,,439,,"11,133","611,166","18,216 ",Australia/Oceania,"2,277",,2,,,
1/12/2021,Vanuatu,6,,1 ,,3,,2,,19,3,"23,000","72,495","317,263 ",Australia/Oceania,"52,877","317,263",14,,,6
1/12/2021,Marshall Islands,4,, ,,4,,0,,67,,,,"59,754 ",Australia/Oceania,"14,939",,,,,
1/12/2021,Samoa,3,, ,,3,,0,,15,,,,"200,276 ",Australia/Oceania,"66,759",,,,,
1/12/2021,Saint Helena,2,, ,,2,,0,,328,,,,"6,103 ",Africa,"3,052",,,,,
1/12/2021,Micronesia,1,, ,,1,,0,,9,,,,"116,725 ",Australia/Oceania,"116,725",,,,,
1/12/2021,Tonga,1,, ,,1,,0,,9,,,,"107,386 ",Australia/Oceania,"107,386",,,,,
1/12/2021,China,"98,824",+113,"4,636 ",,"93,320",+35,868,8,69,3,"160,000,000","111,163","1,439,323,776 ",Asia,"14,565","310,467",9,0.08,,0.6
29/11/2021,China,"98,672",+41,"4,636 ",,"93,249",+39,787,8,69,3,"160,000,000","111,163","1,439,323,776 ",Asia,"14,587","310,467",9,0.03,,0.5
29/11/2021,USA,"49,322,037","+76,101","801,607 ",+505,"39,100,007","+89,256","9,420,423","12,689","147,784","2,402","752,654,229","2,255,183","333,744,223 ",North America,7,416,0,228,2,"28,226"
29/11/2021,India,"34,587,822","+6,990","468,980 ",+190,"34,008,183","+9,905","110,659","8,944","24,720",335,"640,291,325","457,625","1,399,161,383 ",Asia,40,"2,983",2,5,0.1,79
29/11/2021,Brazil,"22,084,749","+3,843","614,428 ",+114,"21,304,115","+10,801","166,206","8,318","102,866","2,862","63,776,166","297,057","214,693,373 ",South America,10,349,3,18,0.5,774
29/11/2021,UK,"10,189,056","+42,580","144,810 ",+35,"9,025,773","+40,719","1,018,473",925,"148,985","2,117","361,428,446","5,284,835","68,389,728 ",Europe,7,472,0,623,0.5,"14,892"
29/11/2021,Russia,"9,604,233","+33,860","273,964 ","+1,209","8,295,811","+27,700","1,034,458","2,300","65,772","1,876","224,500,000","1,537,430","146,022,882 ",Europe,15,533,1,232,8,"7,084"
29/11/2021,Turkey,"8,770,372","+24,317","76,635 ",+189,"8,301,883","+23,273","391,854","1,405","102,433",895,"107,321,500","1,253,458","85,620,347 ",Asia,10,"1,117",1,284,2,"4,577"
29/11/2021,France,"7,628,327","+8,279","119,016 ",+122,"7,113,263","+12,453","396,048","1,563","116,503","1,818","162,981,031","2,489,112","65,477,576 ",Europe,9,550,0,126,2,"6,049"
29/11/2021,Iran,"6,113,192","+4,310","129,711 ",+82,"5,873,441","+10,193","110,040","3,338","71,491","1,517","38,439,240","449,527","85,510,446 ",Asia,14,659,2,50,1.0,"1,287"
29/11/2021,Germany,"5,825,543","+42,582","101,652 ",+241,"4,852,800","+29,100","871,091","4,459","69,218","1,208","83,816,414","995,889","84,162,420 ",Europe,14,828,1,506,3,"10,350"
29/11/2021,Argentina,"5,328,416","+1,968","116,554 ",+25,"5,192,404","+1,350","19,458",614,"116,388","2,546","26,173,874","571,714","45,781,390 ",South America,9,393,2,43,0.5,425
29/11/2021,Spain,"5,153,923","+7,637","88,008 ",+17,"4,920,879","+2,195","145,036",673,"110,173","1,881","66,213,858","1,415,420","46,780,367 ",Europe,9,532,1,163,0.4,"3,100"
29/11/2021,Colombia,"5,067,348","+1,975","128,473 ",+36,"4,907,484","+2,053","31,391",342,"98,112","2,487","28,064,873","543,381","51,648,595 ",South America,10,402,2,38,0.7,608
29/11/2021,Italy,"5,015,783","+7,968","133,739 ",+65,"4,692,408","+4,707","189,636",669,"83,131","2,217","118,611,763","1,965,848","60,336,188 ",Europe,12,451,1,132,1,"3,143"
29/11/2021,Indonesia,"4,256,112",+176,"143,819 ",+11,"4,104,333",+419,"7,960",,"15,331",518,"54,160,249","195,097","277,607,186 ",Asia,65,"1,930",5,0.6,0.04,29
29/11/2021,Mexico,"3,883,842","+1,050","293,897 ",+38,"3,240,521","+1,963","349,424","4,798","29,683","2,246","11,834,145","90,444","130,845,299 ",North America,34,445,11,8,0.3,"2,671"
29/11/2021,Poland,"3,520,987","+13,141","83,057 ",+20,"3,022,771","+22,459","415,159","1,820","93,177","2,198","24,340,316","644,128","37,788,035 ",Europe,11,455,2,348,0.5,"10,987"
29/11/2021,Ukraine,"3,427,827","+5,804","85,414 ",+297,"2,920,714","+10,477","421,699",177,"79,051","1,970","15,832,613","365,123","43,362,378 ",Europe,13,508,3,134,7,"9,725"
29/11/2021,South Africa,"2,963,679","+2,273","89,822 ",+25,"2,849,439","+1,668","24,418",546,"49,097","1,488","19,434,381","321,952","60,364,210 ",Africa,20,672,3,38,0.4,405
29/11/2021,Philippines,"2,832,309",+599,"48,501 ",+141,"2,767,480",+888,"16,328","1,023","25,370",434,"24,146,328","216,288","111,639,683 ",Asia,39,"2,302",5,5,1,146
29/11/2021,Malaysia,"2,627,903","+4,087","30,370 ",+61,"2,532,036","+4,984","65,497",507,"79,751",922,"37,643,236","1,142,389","32,951,341 ",Asia,13,"1,085",1,124,2,"1,988"
29/11/2021,Netherlands,"2,621,022","+21,443","19,349 ",+32,"2,104,563","+7,897","497,110",575,"152,488","1,126","19,205,114","1,117,327","17,188,438 ",Europe,7,888,1,"1,248",2,"28,921"
29/11/2021,Peru,"2,234,970",+895,"201,144 ",+36,N/A,N/A,N/A,962,"66,477","5,983","20,273,392","603,014","33,620,094 ",South America,15,167,2,27,1,"9,315"
29/11/2021,Czechia,"2,132,503","+9,300","33,035 ",+112,"1,859,871",+155,"239,597",947,"198,612","3,077","43,539,197","4,055,042","10,737,051 ",Europe,5,325,0,866,10,"22,315"
29/11/2021,Thailand,"2,111,566","+4,753","20,732 ",+27,"2,013,021","+6,165","77,813","1,369","30,145",296,"16,196,007","231,215","70,047,428 ",Asia,33,"3,379",4,68,0.4,"1,111"
29/11/2021,Iraq,"2,080,448",+826,"23,807 ",+14,"2,043,666","+1,367","12,975",103,"50,137",574,"16,320,352","393,308","41,495,089 ",Asia,20,"1,743",3,20,0.3,313
29/11/2021,Canada,"1,790,142","+2,332","29,670 ",+27,"1,734,556","+4,008","25,916",480,"46,851",777,"48,740,327","1,275,609","38,209,443 ",North America,21,"1,288",1,61,0.7,678
29/11/2021,Romania,"1,778,045","+1,096","56,399 ",+92,"1,683,204","+3,262","38,442","1,203","93,305","2,960","15,990,674","839,128","19,056,290 ",Europe,11,338,1,58,5,"2,017"
29/11/2021,Chile,"1,761,365","+1,960","38,343 ",+30,"1,654,564","+2,111","68,458",680,"91,036","1,982","25,551,531","1,320,635","19,347,920 ",South America,11,505,1,101,2,"3,538"
29/11/2021,Belgium,"1,734,562","+15,567","26,922 ",+34,"1,325,755","+9,519","381,885",669,"148,751","2,309","24,287,332","2,082,805","11,660,874 ",Europe,7,433,0,"1,335",3,"32,749"
29/11/2021,Japan,"1,727,143",+73,"18,358 ",,"1,707,902",+144,883,43,"13,715",146,"27,821,836","220,932","125,929,267 ",Asia,73,"6,860",5,0.6,,7
29/11/2021,Bangladesh,"1,576,011",+227,"27,980 ",+2,"1,540,597",+280,"7,434","1,382","9,437",168,"10,868,949","65,081","167,006,043 ",Asia,106,"5,969",15,1,0.01,45
29/11/2021,Israel,"1,342,976",+766,"8,195 ",+6,"1,329,263","+2,217","5,518",117,"144,003",879,"31,188,024","3,344,202","9,326,000 ",Asia,7,"1,138",0,82,0.6,592
29/11/2021,Pakistan,"1,284,365",+176,"28,718 ",+9,"1,241,909",+148,"13,738",946,"5,659",127,"21,913,668","96,561","226,941,972 ",Asia,177,"7,902",10,0.8,0.04,61
29/11/2021,Serbia,"1,252,573","+2,180","11,637 ",+49,"1,189,492","+3,947","51,444",203,"144,179","1,339","6,797,349","782,417","8,687,629 ",Europe,7,747,1,251,6,"5,922"
29/11/2021,Vietnam,"1,224,110","+13,770","25,055 ",+173,"974,724","+16,088","224,331","6,413","12,418",254,"68,108,275","690,926","98,575,292 ",Asia,81,"3,934",1,140,2,"2,276"
29/11/2021,Sweden,"1,204,859","+1,344","15,119 ",,"1,158,200",+862,"31,540",41,"118,260","1,484","13,708,481","1,345,524","10,188,210 ",Europe,8,674,1,132,,"3,096"
29/11/2021,Austria,"1,151,809","+8,526","12,425 ",+37,"994,091","+11,799","145,293",619,"126,865","1,369","110,110,679","12,128,085","9,078,983 ",Europe,8,731,0,939,4,"16,003"
29/11/2021,Portugal,"1,144,342","+1,635","18,430  ",+13,"1,071,544",+971,"54,368",111,"112,691","1,815","21,165,845","2,084,342","10,154,691 ",Europe,9,551,0,161,1,"5,354"
29/11/2021,Hungary,"1,096,718","+27,830","34,326 ",+460,"877,251","+14,717","185,141",538,"113,937","3,566","8,423,435","875,100","9,625,685 ",Europe,9,280,1,"2,891",48,"19,234"
29/11/2021,Switzerland,"1,004,471","+3,897","11,528 ",+8,"860,263","+1,828","132,680",182,"114,875","1,318","12,351,333","1,412,548","8,744,009 ",Europe,9,759,1,446,0.9,"15,174"
29/11/2021,Kazakhstan,"970,887",+795,"12,678 ",+11,"934,813",+827,"23,396",528,"50,848",664,"11,575,012","606,220","19,093,759 ",Asia,20,"1,506",2,42,0.6,"1,225"
29/11/2021,Cuba,"962,350",+130,"8,300 ",,"953,130",+192,920,25,"85,037",733,"11,083,208","979,355","11,316,847 ",North America,12,"1,363",1,11,,81
29/11/2021,Morocco,"949,785",+53,"14,775 ",+1,"932,133",+148,"2,877",347,"25,309",394,"10,427,240","277,851","37,528,160 ",Africa,40,"2,540",4,1,0.03,77
29/11/2021,Jordan,"948,966","+5,661","11,584 ",+33,"883,980","+3,408","53,402","1,045","91,722","1,120","12,116,328","1,171,095","10,346,151 ",Asia,11,893,1,547,3,"5,162"
29/11/2021,Greece,"931,417","+6,911","18,067 ",+108,"835,882","+6,555","77,468",657,"89,982","1,745","35,721,156","3,450,955","10,351,094 ",Europe,11,573,0,668,10,"7,484"
29/11/2021,Georgia,"840,593","+1,954","11,974 ",+47,"783,987","+4,477","44,632",,"211,292","3,010","11,506,875","2,892,377","3,978,346 ",Asia,5,332,0,491,12,"11,219"
29/11/2021,Nepal,"821,121",+243,"11,524 ",+1,"802,653",+264,"6,944",,"27,484",386,"4,618,231","154,579","29,876,090 ",Asia,36,"2,593",6,8,0.03,232
29/11/2021,UAE,"741,976",+58,"2,146 ",,"736,862",+84,"2,968",,"73,762",213,"101,032,600","10,043,911","10,059,090 ",Asia,14,"4,687",0,6,,295
29/11/2021,Tunisia,"717,309",+51,"25,365 ",+2,"690,903",+112,"1,041",58,"59,810","2,115","3,170,783","264,381","11,993,220 ",Africa,17,473,4,4,0.2,87
29/11/2021,Bulgaria,"692,376","+3,020","28,325 ",+224,"558,928","+2,965","105,123",723,"100,716","4,120","6,549,700","952,752","6,874,506 ",Europe,10,243,1,439,33,"15,292"
29/11/2021,Slovakia,"673,015","+5,054","14,341  ",+67,"549,171","+3,299","109,503",549,"123,187","2,625","4,563,162","835,227","5,463,379 ",Europe,8,381,1,925,12,"20,043"
29/11/2021,Lebanon,"668,605",+518,"8,716 ",+7,"632,623","+1,329","27,266",186,"98,582","1,285","4,795,578","707,078","6,782,245 ",Asia,10,778,1,76,1,"4,020"
29/11/2021,Belarus,"653,323","+1,484","5,067 ",+13,"640,132","+1,288","8,124",,"69,172",536,"10,381,143","1,099,123","9,444,931 ",Europe,14,"1,864",1,157,1,860
29/11/2021,Guatemala,"617,621",+11,"15,933 ",+5,"600,146",+112,"1,542",5,"33,597",867,"3,111,321","169,249","18,383,054 ",North America,30,"1,154",6,0.6,0.3,84
29/11/2021,Croatia,"604,347","+1,031","10,826 ",+67,"563,630","+5,399","29,891",308,"148,507","2,660","3,437,227","844,635","4,069,482 ",Europe,7,376,1,253,16,"7,345"
29/11/2021,Azerbaijan,"586,640",+857,"7,833 ",+26,"552,815","+1,091","25,992",,"57,132",763,"5,526,664","538,230","10,268,225 ",Asia,18,"1,311",2,83,3,"2,531"
29/11/2021,Costa Rica,"566,791",+61,"7,296 ",+4,"546,938","+1,273","12,557",84,"109,847","1,414","2,715,029","526,188","5,159,803 ",North America,9,707,2,12,0.8,"2,434"
29/11/2021,Ireland,"564,657","+4,603","5,652 ",,"439,623","+2,977","119,382",115,"112,579","1,127","8,953,278","1,785,067","5,015,655 ",Europe,9,887,1,918,,"23,802"
29/11/2021,Sri Lanka,"563,267",+747,"14,328 ",+23,"529,662",,"19,277",,"26,150",665,"5,640,979","261,883","21,540,081 ",Asia,38,"1,503",4,35,1,895
29/11/2021,Saudi Arabia,"549,720",+25,"8,834 ",+1,"538,885",+29,"2,001",44,"15,451",248,"31,078,369","873,505","35,578,933 ",Asia,65,"4,027",1,0.7,0.03,56
29/11/2021,Bolivia,"536,472",+715,"19,161 ",+7,"491,946",+759,"25,365",220,"45,090","1,610","2,586,370","217,383","11,897,757 ",South America,22,621,5,60,0.6,"2,132"
29/11/2021,Ecuador,"526,870",+70,"33,250 ",+16,"443,880",,"49,740",759,"29,236","1,845","2,013,368","111,723","18,021,114 ",South America,34,542,9,4,0.9,"2,760"
29/11/2021,Myanmar,"521,931",+370,"19,097 ",+9,"496,660",+579,"6,174",,"9,503",348,"5,562,001","101,265","54,924,965 ",Asia,105,"2,876",10,7,0.2,112
29/11/2021,Denmark,"483,253","+4,326","2,883 ",+11,"403,118",,"77,252",60,"83,019",495,"93,454,969","16,054,747","5,821,018 ",Europe,12,"2,019",0,743,2,"13,271"
29/11/2021,Panama,"477,608",+94,"7,362 ",,"467,598",+139,"2,648",20,"108,286","1,669","4,232,560","959,631","4,410,610 ",North America,9,599,1,21,,600
29/11/2021,Lithuania,"468,597",+687,"6,722 ",+26,"432,406",+221,"29,469",121,"175,598","2,519","6,118,609","2,292,832","2,668,582 ",Europe,6,397,0,257,10,"11,043"
29/11/2021,Paraguay,"463,001",+45,"16,469 ",+6,"445,723",+66,809,43,"63,808","2,270","1,946,045","268,190","7,256,214 ",South America,16,441,4,6,0.8,111
29/11/2021,S. Korea,"444,200","+3,304","3,580 ",+32,"393,617","+1,306","47,003",629,"8,654",70,"15,804,065","307,882","51,331,529 ",Asia,116,"14,338",3,64,0.6,916
29/11/2021,Venezuela,"431,296",+600,"5,144 ",+6,"418,472",+641,"7,680",681,"15,228",182,"3,359,014","118,601","28,322,074 ",South America,66,"5,506",8,21,0.2,271
29/11/2021,Palestine,"430,083",+386,"4,531 ",+3,"422,661",+219,"2,891",42,"81,631",860,"2,720,854","516,428","5,268,600 ",Asia,12,"1,163",2,73,0.6,549
29/11/2021,Slovenia,"418,416","+1,040","5,208 ",+20,"374,784","+1,800","38,424",193,"201,225","2,505","1,930,036","928,196","2,079,342 ",Europe,5,399,1,500,10,"18,479"
29/11/2021,Kuwait,"413,327",+30,"2,465 ",,"410,610",+35,252,,"94,806",565,"5,310,741","1,218,144","4,359,700 ",Asia,11,"1,769",1,7,,58
29/11/2021,Dominican Republic,"407,113",+310,"4,204 ",,"399,463",+25,"3,446",196,"37,005",382,"2,453,480","223,013","11,001,505 ",North America,27,"2,617",4,28,,313
29/11/2021,Uruguay,"399,504",+156,"6,130 ",+1,"391,288",+205,"2,086",15,"114,447","1,756","4,098,744","1,174,177","3,490,737 ",South America,9,569,1,45,0.3,598
29/11/2021,Mongolia,"381,135",+190,"1,995 ",+5,"313,256",,"65,884",192,"113,677",595,"4,030,048","1,202,002","3,352,781 ",Asia,9,"1,681",1,57,1,"19,651"
29/11/2021,Honduras,"377,888",,"10,403 ",,"120,308",,"247,177",59,"37,315","1,027","1,121,382","110,733","10,126,888 ",North America,27,973,9,,,"24,408"
29/11/2021,Libya,"372,209",+638,"5,448 ",+10,"344,087","+2,364","22,674",,"53,149",778,"1,904,933","272,010","7,003,170 ",Africa,19,"1,285",4,91,1,"3,238"
29/11/2021,Ethiopia,"371,346",+84,"6,750 ",+10,"348,886",+87,"15,710",299,"3,121",57,"3,865,030","32,485","118,977,453 ",Africa,320,"17,626",31,0.7,0.08,132
29/11/2021,Moldova,"363,110",+677,"9,090 ",+21,"347,118",+489,"6,902",205,"90,310","2,261","2,196,983","546,416","4,020,713 ",Europe,11,442,2,168,5,"1,717"
29/11/2021,Egypt,"357,629",+911,"20,412 ",+65,"296,897",+730,"40,320",90,"3,404",194,"3,693,367","35,156","105,056,935 ",Africa,294,"5,147",28,9,0.6,384
29/11/2021,Armenia,"338,120",+189,"7,535 ",+21,"316,198","+1,072","14,387",,"113,804","2,536","2,360,218","794,401","2,971,068 ",Asia,9,394,1,64,7,"4,842"
29/11/2021,Oman,"304,550",+10,"4,113 ",,"299,951",,486,7,"57,574",778,"25,000,000","4,726,190","5,289,673 ",Asia,17,"1,286",0,2,,92
29/11/2021,Bahrain,"277,628",+43,"1,394 ",,"275,929",+19,305,2,"155,548",781,"7,384,537","4,137,362","1,784,842 ",Asia,6,"1,280",0,24,,171
29/11/2021,Bosnia and Herzegovina,"274,219","+1,421","12,555 ",+99,"192,218",,"69,446",,"84,324","3,861","1,393,545","428,523","3,251,974 ",Europe,12,259,2,437,30,"21,355"
29/11/2021,Norway,"263,798","+2,877","1,050 ",,"88,952",,"173,796",62,"48,129",192,"8,576,127","1,564,671","5,481,106 ",Europe,21,"5,220",1,525,,"31,708"
29/11/2021,Singapore,"263,486","+1,103",710 ,+9,"250,134","+1,811","12,642",62,"44,543",120,"21,098,774","3,566,802","5,915,319 ",Asia,22,"8,331",0,186,2,"2,137"
29/11/2021,Kenya,"254,979",+28,"5,334 ",+1,"248,308",+177,"1,337",20,"4,599",96,"2,827,102","50,993","55,441,352 ",Africa,217,"10,394",20,0.5,0.02,24
29/11/2021,Latvia,"252,728",+315,"4,155 ",+9,"236,997",+419,"11,576",168,"136,116","2,238","5,323,266","2,867,035","1,856,715 ",Europe,7,447,0,170,5,"6,235"
29/11/2021,Qatar,"243,290",+158,611 ,,"240,666",+139,"2,013",15,"86,648",218,"2,987,747","1,064,086","2,807,805 ",Asia,12,"4,595",1,56,,717
29/11/2021,Estonia,"221,860",+311,"1,798 ",+7,"201,315",+468,"18,747",38,"167,089","1,354","2,327,339","1,752,784","1,327,796 ",Europe,6,738,1,234,5,"14,119"
29/11/2021,North Macedonia,"215,125",+116,"7,569 ",+22,"199,460",+396,"8,096",,"103,264","3,633","1,468,996","705,145","2,083,253 ",Europe,10,275,1,56,11,"3,886"
29/11/2021,Nigeria,"214,113",+21,"2,976 ",,"207,292",+38,"3,845",11,"1,004",14,"3,479,682","16,310","213,341,137 ",Africa,996,"71,687",61,0.10,,18
29/11/2021,Algeria,"210,344",+192,"6,064 ",+6,"144,295",+135,"59,985",17,"4,678",135,"230,861","5,134","44,968,076 ",Africa,214,"7,416",195,4,0.1,"1,334"
29/11/2021,Zambia,"210,150",+7,"3,667 ",,"206,392",+6,91,8,"10,997",192,"2,716,971","142,180","19,109,375 ",Africa,91,"5,211",7,0.4,,5
29/11/2021,Australia,"209,142","+1,160","1,997 ",+3,"192,746","+1,024","14,399",75,"8,070",77,"47,748,241","1,842,312","25,917,562 ",Australia/Oceania,124,"12,978",1,45,0.1,556
